job_id,title,company,location,experience,salary,posted_date,apply_link,description,tags
020726009855,Data Scientist,PERSOL,Hybrid - Gurugram(Cyber City),Associate level,"{'minimumSalary': 800000, 'maximumSalary': 800000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0.0}",2 Days Ago,/job-listings-data-scientist-persol-gurugram-2-to-4-years-020726009855,"<p><strong>Role & responsibilities</strong> </p><p> </p><p>We are seeking exceptional candidates with knowledge and passion to fill an Analyst position in the Survey Operations & Analytics (SOA) team. This team is part of the Center for Customer Insights team and aligned to Global Advantage Practice Area. The team is an integral part of strategy to deliver superior value and sustained impact to clients.</p><p>SOA specializes in supporting case teams on client projects that include generating insights from primary research data (surveys). The team has capabilities that enable it to engage across all elements of the primary research value chain with both case teams as well as external service providers. Special emphasis is placed on the application of advanced analytics to survey data, providing key outputs that drive critical business insights. Additionally, the team leverages the latest tech. innovation to build models, simulations, and visualizations to maximize usability and impact of these analytics outputs.</p><p>At SOA, you will be joining a highly innovative team with an entrepreneurial mindset. You will be working directly with  core consulting business in a highly dynamic and fast-paced environment. In addition to bringing your own unique skills and capabilities to the table; you will be expected to leverage opportunities to learn and grow intellectually through formal and on-job training. </p><br /><p><strong>Preferred candidate profile</strong> </p><p> </p><ul><li>2-3 years of relevant work experience in data analytics, data science, machine learning, or engineering roles.</li><li>Strong proficiency in <strong>Python</strong> (e.g., NumPy, Pandas) and/or R for data analysis and statistical modeling.</li><li>Solid working knowledge of <strong>SQL</strong> and relational databases (MySQL, Microsoft SQL Server, etc.)</li><li>Exposure to cloud platforms such as <strong>Azure, AWS, or GCP</strong>; familiarity with ML platforms or AutoML solutions (e.g., Azure ML, SageMaker) is a plus.</li><li>Experience applying core analytical and machine learning techniques such as regression, classification, clustering, and exploratory data analysis for practical data analysis and business problem-solving.</li><li>Exposure to tools such as SPSS, Alteryx, or VBA is beneficial; candidates will receive on-the-job training as required.</li><li>Experience with data visualization and analysis tools (e.g., Tableau, Power BI, or similar) is an advantage.</li></ul><p> </p><ul><li> Translating business objectives into structured analytical tasks and data requirements.</li><li> Applying analytical and statistical concepts to generate data driven business insights.</li><li> Working with large data sets, identifying opportunities for automation and application of AI to improve, enhance or transform processes.</li><li> Learning and building skills on custom tools such as SPSS, MS Fabric, PowerBI, Sawtooth, Verint etc.</li><li> Interpreting data and building analytical outputs/reports using tools such as Excel, PowerPoint and other associated tools</li><li> Collaborating effectively with global, cross-functional teams and external partners in fast-paced, ambiguous environments.</li></ul><p> </p><p><strong>Added Value Skills</strong></p><ul><li>Exposure to Generative AI and large language models, including prompt engineering or experimentation with tools such as OpenAI or Claude.</li><li>Experience with automation, data pipelines, or AI workflow orchestration tools (e.g., n8n, Airflow, Prefect).</li></ul><p><strong>Analytical Mindset & Communication </strong></p><ul><li>Open to working with survey and behavioral data, and willingness to learn survey design, weighting methodologies, and advanced survey analytics.</li><li>Strong interpersonal skills; collaborative team player with a high standard of professionalism and service excellence.</li></ul><p>Excellent written and verbal communication skills in English, with the ability to explain complex analyses to non-technical stakeholders. </p><br /><br /><p>meenakshi.dixit@persolapac.com</p><p>www.persolindia.com </p><ul><li>        </li></ul><p><em>**********************************</em></p><p><em>The information contained in this e-mail and any accompanying documents may contain information that is confidential or otherwise protected from disclosure. If you are not the intended recipient of this message, or if this message has been addressed to you in error, please immediately alert the sender by reply e-mail and then delete this message, including any attachments. Any dissemination, distribution or other use of the contents of this message by anyone other than the intended recipient is strictly prohibited.</em></p><p><em>By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolindia.com for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know.  </em></p><p><em>****************************</em></p><br /><br />",Data Science | generative ai | Python | Artificial Intelligence | data scientist | Machine Learning | Intelligence | Science
030726504923,Artificial Intelligence Engineer,Yotta Infrastructure,Mumbai,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-artificial-intelligence-engineer-yotta-infrastructure-solutions-llp-mumbai-4-to-8-years-030726504923,"Hands-on experience with MLOps tools and practices including CI / CD,model versioning,and monitoring. Good-to-Have Skills <br><br>Qualifications Criteria . Bachelors in Computer Science,Electrical Engineering,Statistics,Mathematics,or related fields with a specialization in Artificial Intelligence,Machine Learning,or Deep Learning",cd | continuous integration | kubernetes | algorithms | cnn | ci/cd | microsoft azure | academic research
030726500970,Lead Enterprise Engineer (AI / Artificial Intelligence),Medknow Publications,Pune,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-lead-enterprise-engineer-ai-artificial-intelligence-wolters-kluwer-medknow-publications-pune-4-to-8-years-030726500970,"<p> <b>About the Role:</b> <br />As a Lead Enterprise Software Engineer, you will independently execute sophisticated software development tasks. Your expertise will drive the creation of robust end-user applications and tools, ensuring seamless integration and optimal performance in critical business domains.<br /> <br /> <b>Responsibilities:</b> </p> <ul> <li>Lead the design and development of intricate software applications.</li> <li>Ensure code quality through rigorous code reviews.</li> <li>Develop troubleshooting strategies for complex issues.</li> <li>Conduct comprehensive performance testing and tuning.</li> <li>Create and update extensive technical documentation.</li> <li>Oversee the implementation of new technologies and methodologies.</li> <li>Provide technical mentorship to junior engineers.</li> <li>Ensure successful deployment and configuration of software systems.</li> <li>Collaborate on architectural and design decisions.</li> <li>Lead initiatives for continuous improvement in software processes.</li> </ul> <p> </p> <p> <b>Required Skills:</b> </p> <ul> <li>Strong Python programming and DevOps</li> <li>Strong AI aptitude and heavy exposure to generative and agentic AI projects. </li> <li>Agentic AI is our main focus at the moment, but with AI things change on a fast cadence</li> <li>Experience including AI tooling for specification driven development and QA</li> <li>API programming</li> <li>Automation programming</li> <li>Solid exposure and understanding of AWS and/or Azure (preferably both)</li> <li>Solid exposure to IaC, preferably via Terraform</li> <li>Thought leader</li> <li>Strong communication (team, management, and stakeholders)</li> <li>Recent relevant industry certifications strongly desired (AI, Python, Cloud, etc.). Note that yearly certifications for FTE Engineers is a requirement.</li> <li>This role doesnt have direct reports, but is expected to be able to understand our vision and direction and help lead and mentor the team from an Engineering perspective</li> </ul> <p> </p> Our Interview Practices <p> </p> <p> <i>To maintain a fair and genuine hiring process, we kindly ask that all candidates participate in interviews without the assistance of AI tools or external prompts. Our interview process is designed to assess your individual skills, experiences, and communication style. We value authenticity and want to ensure we re getting to know you not a digital assistant. To help maintain this integrity, we ask to remove virtual backgrounds and include in-person interviews in our hiring process. Please note that use of AI-generated responses or third-party support during interviews will be grounds for disqualification from the recruitment process.</i> </p> <p> </p> <p> <i>Applicants may be required to appear onsite at a Wolters Kluwer office as part of the recruitment process.</i> </p>

Disclaimer : This job posting has been aggregated from external source. Role details, content, and availability are subject to change. Applicants are advised to confirm the latest information directly on the company website before applying.",Automation | Team management | Architecture | Artificial Intelligence | Performance testing | Troubleshooting | Continuous improvement | Python
030726032250,Artificial Intelligence Engineer,Hiringeye Solutions,Bengaluru,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-artificial-intelligence-engineer-hiringeye-solutions-bengaluru-3-to-8-years-030726032250,"<p>AI Evaluation Engineer (Education AI Systems)</p><br /><p><strong>Experience:</strong> 3 - 8 Years<br /><strong>Location:</strong> Bangalore / Hyderabad</p><br /><p>We are looking for an <strong>AI Evaluation Engineer</strong> to build evaluation systems, tools, and workflows for AI-powered education products. This is a hands-on technical role focused on improving the quality, reliability, and performance of LLM-powered applications used for tutoring, assessments, content generation, teacher support, and student learning.</p><br /><p><strong>Key Responsibilities:</strong></p><ul><li>Build and maintain evaluation pipelines for AI/LLM-powered applications.</li><li>Develop Python scripts, notebooks, and automation tools for batch testing, model comparison, regression testing, and quality analysis.</li><li>Design evaluation rubrics, golden datasets, test cases, annotation guidelines, and review workflows.</li><li>Evaluate prompts, structured outputs, RAG pipelines, tool-calling workflows, and multi-step AI systems.</li><li>Analyze AI outputs to identify hallucinations, reasoning errors, curriculum gaps, safety issues, and performance regressions.</li><li>Collaborate with Engineering, Product, QA, Curriculum, and Subject Matter Experts to improve AI quality and release readiness.</li><li>Track evaluation metrics and continuously improve AI performance through data-driven insights.</li></ul><br /><p><strong>Required Skills:</strong></p><ul><li>3 - 8 years of experience in Software Development, AI Evaluation, Applied AI, QA Automation, Data Analysis, EdTech, or related domains.</li><li>Strong programming skills in <strong>Python</strong>.</li><li>Experience working with <strong>LLMs</strong>, <strong>Generative AI</strong>, <strong>OpenAI APIs</strong>, <strong>Prompt Engineering</strong>, and AI evaluation workflows.</li><li>Hands-on experience with <strong>JSON</strong>, APIs, structured outputs, datasets, and Jupyter Notebooks.</li><li>Strong understanding of AI testing, debugging, regression analysis, and quality evaluation.</li><li>Ability to create measurable evaluation rubrics, scoring frameworks, and test datasets.</li><li>Excellent analytical, debugging, and problem-solving skills.</li><li>Good understanding of curriculum alignment, educational content quality, learning objectives, grading, and instructional design.</li></ul><br /><p><strong>Preferred Skills:</strong></p><ul><li>Experience with <strong>RAG (Retrieval-Augmented Generation)</strong>, vector databases, embeddings, and context management.</li><li>Knowledge of <strong>LLM-as-a-Judge</strong>, human-in-the-loop evaluation, automated evaluation frameworks, and experiment tracking.</li><li>Experience building annotation tools, dashboards, QA automation, or internal AI evaluation platforms.</li><li>Familiarity with <strong>Git</strong>, <strong>SQL</strong>, notebooks, lightweight web applications, and data visualization tools.</li><li>Experience working with AI-powered education products, tutoring platforms, assessments, or learning systems.</li></ul>",Prompt Engineering | generative ai | LLM | Python | Agentic Ai | Open AI | AI Evaluation | Artificial Intelligence
300626003186,Generative AI Developer,CGI,"Hybrid - Bengaluru, Hyderabad",Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",4 Days Ago,/job-listings-generative-ai-developer-cgi-hyderabad-bengaluru-3-to-5-years-300626003186,"<p><strong>Role & responsibilities</strong> </p><ul><li>Lead the implementation of AI strategies and roadmaps across software development projects, ensuring seamless integration into the software development lifecycle (SDLC). </li><li>Design, develop, and deploy AI/ML and Generative AI solutions that address business and technical challenges. </li><li>Drive AI adoption by identifying opportunities to integrate AI tools and methodologies into engineering practices. </li><li>Train, mentor, and enable development and QA teams to effectively leverage AI-powered coding assistants, testing frameworks, and automation tools. </li><li>Serve as a trusted AI subject matter expert during client engagements by identifying business challenges and recommending innovative, high-impact AI use cases. </li><li>Design, execute, and evaluate Proof of Concepts (PoCs) to validate emerging AI technologies, technical feasibility, and business value. </li><li>Showcase successful AI implementations, PoC outcomes, and best practices to internal stakeholders, leadership teams, and clients. </li><li>Collaborate with cross-functional teams to embed AI capabilities into products and solutions while promoting engineering excellence and innovation. </li><li>Stay current with advancements in Artificial Intelligence, Generative AI, and MLOps to recommend and implement best practices.</li></ul><br /><p><strong>Preferred candidate profile</strong> </p><ul><li>3-5 years of experience in software development with hands-on experience implementing AI/ML or Generative AI solutions in production environments. </li><li>Strong understanding of AI technologies across the Software Development Lifecycle (SDLC), including AI coding assistants, AI-driven testing frameworks, and automation tools. </li><li>Experience with MLOps concepts, AI model deployment, monitoring, and lifecycle management. </li><li>Proficiency in one or more programming languages such as Python, Java, or .NET. </li><li>Strong knowledge of Generative AI, Large Language Models (LLMs), prompt engineering, and modern AI frameworks and tools. </li><li>Demonstrated ability to design and deliver AI Proof of Concepts that showcase technical feasibility and business impact. </li><li>Excellent communication and consulting skills with the ability to translate complex AI concepts into clear business value and ROI. </li><li>Experience working directly with clients and stakeholders to gather requirements, present AI solutions, and influence decision-making. </li><li>Strong analytical, problem-solving, collaboration, and stakeholder management skills. </li><li>Passion for continuous learning and driving AI innovation across engineering teams.</li></ul><br /><br />",Agentic Ai | Genrative Ai | Machine Learning | Python | Artificial Intelligence | Development | Machine
010726015972,"Data Scientist  & AI, Generative AI",Prowess Publishing,Hybrid - Bengaluru,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",3 Days Ago,/job-listings-data-scientist-ai-generative-ai-prowess-publishing-bengaluru-3-to-6-years-010726015972,Experience: 3 6 Years<br><br>Proven experience deploying ML / AI solutions on cloud infrastructure<br><br> Good to Have <br><br>Experience with distributed processing tools like Spark / Hadoop,Langchain | Machine Learning | Data Science | Langgraph | Python | Tensorflow | Pyspark | generative ai
300626929586,Data Scientist,Amgen Inc,Hyderabad,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",4 Days Ago,/job-listings-data-scientist-amgen-inc-hyderabad-2-to-4-years-300626929586,"Basic Qualifications:  . Masters degree and 2-4 years of experience in Software Engineering,Data Science,or ML Engineering or . Bachelors degree and 3 to 5 years of experience in Software Engineering,Data Science,or ML Engineering or . <br><br>Experience in developing and deploying LLM applications<br><br>Preferred Qualifications:  .",python | natural language processing | ml algorithms | data science | ml | continuous integration | rest | algorithms
020726010597,Artificial Intelligence Developer,Rootlet Solution Technology,Remote,1-6 Yrs,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",2 Days Ago,/job-listings-artificial-intelligence-developer-rootlet-solution-technologies-jaipur-1-to-6-years-020726010597,Hands-on experience with Generative AI and LLM ecosystems: OpenAI APIs <br><br>Experience with REST APIs and microservices architecture <br><br> Strong experience in Python <br><br>Experience in prompt engineering and LLM orchestration,Gen AI applications | Prompt Engineering | Large Language Model | intelligent AI assistants | Retrieval Augmented Generation | Languages | Artificial Intelligence | Development
020726016201,Artificial Intelligence Engineer,Yotta Infrastructure,Mumbai,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",2 Days Ago,/job-listings-artificial-intelligence-engineer-yotta-infrastructure-mumbai-3-to-8-years-020726016201,"<p><strong>Job Scope:</strong></p><br /><p>The research, design, and development of advanced AI   and ML models powering a cutting-edge AI-driven no-code development platform   and a scalable AI inference and training orchestration system. Responsible   for building scalable ML pipelines, optimizing models for production,   mentoring team members, and translating research innovations into impactful   product features aligned with business goals.</p><p> </p><p><strong>Total /Relevant   Experience:</strong></p><br /><ul><li>3+ years of experience</li></ul><p> </p><p><strong>Key Responsibilities:</strong></p><br /><ul><li>Design and implement   state-of-the-art machine learning and deep learning models for NLP, computer   vision, and generative AI relevant to no-code AI coding and AI orchestration   platforms.</li><li>Develop, optimize, and fine-tune   large-scale models, including transformer-based architectures and generative   models.</li><li>Architect and manage end-to-end   machine learning pipelines: data processing, training, evaluation,   deployment, and continuous monitoring.</li><li>Collaborate closely with software   engineering teams to productionize models ensuring reliability, scalability,   and performance.</li><li>Research and integrate   cutting-edge AI techniques and algorithms to maintain product   competitiveness.</li><li>Maintain up-to-date knowledge of   AI research trends and technologies, assessing their applicability.</li><li>Ensure compliance with data   privacy and security standards in AI model development.</li></ul><p> </p><p><strong>Must-have skill:</strong></p><br /><ul><li>Strong research publication   record in reputed AI/ML conferences (NeurIPS, ICML, ICLR, CVPR, ACL).</li><li>Demonstrated experience in   developing and deploying deep learning models including transformers, CNNs,   RNNs, GNNs, and generative AI models.</li><li>Proven skills in NLP and/or   computer vision.</li><li>Hands-on experience with Python   and ML frameworks such as PyTorch, TensorFlow, JAX.</li><li>Experience building scalable ML   pipelines and applying MLOps best practices.</li><li>Knowledge of distributed   training, GPU acceleration, and cloud infrastructure is highly desirable.</li><li>Excellent problem-solving,   analytical, and communication skills.</li></ul><p> </p><p><strong>Good-to-Have   Skills</strong></p><br /><ul><li>Experience with AI-driven   no-code platforms or automated code generation.</li><li>Familiarity with AI workflow   orchestration frameworks like LangChain, Crew AI, or similar.</li><li>Knowledge of probabilistic   modeling and uncertainty quantification.</li><li>Hands-on experience with MLOps   tools and practices including CI/CD, model versioning, and monitoring.</li><li>Familiarity with cloud   platforms (AWS, GCP, Azure) and container orchestration (Docker, Kubernetes).</li><li>Contributions to open-source   AI projects or patent filings.</li><li>Understanding of AI ethics,   data privacy (GDPR, SOC2) compliance.</li><li>Strong academic research   background with publications in top-tier AI/ML conferences.</li></ul><p> </p><p><strong>Qualifications   Criteria:</strong></p><br /><ul><li>B.E/ B. Tech, Computer   Science, Electrical Engineering, Statistics, Mathematics, or related fields   with a specialization in Artificial Intelligence, Machine Learning, or Deep   Learning.</li></ul>",AI | Tensorflow | Pytorch | NLP | Aiml | Machine Learning | Python | Intelligence
020726004480,Lead Generative AI Engineer,Otomeyt,Bengaluru,Mid level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",2 Days Ago,/job-listings-lead-generative-ai-engineer-otomeyt-bengaluru-5-to-10-years-020726004480,"Required Skills <br><br>Experience: 5 to 12 Years<br><br> Strong experience in Python <br><br>Hands-on experience with Generative AI and LLMs <br><br>Good understanding of scalability,security,monitoring,and responsible AI",generative ai | Azure OpenAI | Retrieval Augmented Generation | LLM | Python | Anthropic Claude | AWS Bedrock | Google Gemini
020726023782,Generative AI Engineer,Net2Source LLP,Chennai,Mid level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",2 Days Ago,/job-listings-generative-ai-engineer-net2source-llp-chennai-5-to-10-years-020726023782,Qualification: Bachelors Degree (Mandatory)<br><br>Immediate Joiners are highly preferred<br><br>Experience: 5+ Years<br><br>Analyze large-scale eCommerce datasets to improve customer experience and business outcomes,Machine Learning | Python | Gen AI | generative ai | Artificial Intelligence | Natural Language Processing | SQL | Processing
030726022255,Artificial Intelligence Engineer,Skyleaf Consultants,"Pune(Chakan), Mumbai (All Areas)(Worli), Bengaluru(Whitefield)",Mid level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-artificial-intelligence-engineer-skyleaf-consultants-pune-bengaluru-mumbai-all-areas-5-to-10-years-030726022255,"<p> </p><p>We seek AI Engineers who can build and ship productiongrade AI systems (LLMs, NLP, Computer Vision, predictive analytics). Candidates must demonstrate strong engineering fundamentals, handson model lifecycle ownership, and enterprise deployment experience.</p><p>Responsibilities</p><ul><li>Design, train, finetune, and evaluate models; drive A/B experiments and benchmarking.</li><li>Build scalable data and model pipelines (feature extraction, training, inference, monitoring).</li><li>Deploy on cloud (Azure/AWS/GCP) using Docker/Kubernetes; implement CI/CD and observability.</li><li>Integrate models into services/APIs; ensure SLAs on latency, throughput, and cost.</li><li>Implement MLOps best practices (MLflow/model registry/versioning, retraining triggers, drift detection).</li><li>Collaborate with product/business teams; translate requirements into robust AI solutions.</li></ul><p>Mandatory Requirements (MustHaves)</p><ul><li>Experience: 3-8 years in AI/ML/Applied ML Engineering; minimum 2 production deployments.</li><li>Tech: Python, PyTorch or TensorFlow; cloud (Azure/AWS/GCP); Docker/K8s; CI/CD; MLflow or equivalent.</li><li>GenAI/LLMs: Practical knowledge of prompting, RAG, vector DBs (FAISS/PGVector/Weaviate/Milvus), and finetuning or adapters (LoRA/QLoRA).</li><li>Systems: Ability to profile/optimize inference (batching, quantization).</li><li>Work Mode: WFO only; willingness to relocate to Mumbai preferred.</li></ul><p>Preferred (Good to Have)</p><ul><li>Azure ML/AWS SageMaker/Vertex AI; LangChain/LlamaIndex.</li><li>Distributed training (DDP), mixed precision; data engineering exposure (Spark, Kafka).</li><li>CV (Detectron/MMDetection), OCR, or multimodal experience.</li><li>Opensource contributions; published repos/papers.</li></ul><p>Education</p><p>Bachelors/Master’s in CS/EE/Math/AI/related fields (or demonstrably equivalent experience).</p><p>Soft Skills</p><ul><li>Product mindset and problemsolving.</li><li>Crossfunctional collaboration and crisp communication.</li></ul><br />",Artificial Intelligence | Natural Language Processing | Cloud | Python | Predictive Analytics | Pytorch | Tensorflow | Agentic Ai
020726016106,MLOps  Engineer,Crescendo Global Leadership Hiring India,"Hybrid - Pune, Bengaluru, Gurugram",Mid level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",2 Days Ago,/job-listings-mlops-engineer-crescendo-global-leadership-hiring-india-pune-gurugram-bengaluru-5-to-10-years-020726016106," . Bachelors or Master s degree in Computer Science,Data Engineering,Artificial Intelligence,or a related discipline<br><br>5 to 7 years of experience in Machine Learning Engineering,MLOps,ML Platform Engineering & LLMOps<br><br>Solid experience in building and managing LLMOps workflows,including RAG pipelines,vector databases,prompt orchestration,evaluation frameworks,and LLM observability",MLOps | GCP | LLMOps | Vertex Ai | Python | Artificial Intelligence | Machine Learning | Deep Learning
180526012740,Artificial Intelligence Engineer,Infosys,"Pune, Bengaluru, Hyderabad",Mid level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",4 Days Ago,/job-listings-artificial-intelligence-engineer-infosys-hyderabad-pune-bengaluru-5-to-9-years-180526012740,"Educational Requirements Bachelor of Engineering,BCA,BSc <br><br>Minimum Qualifications: - Bachelors degree in Technology (BTech) or related field<br><br>Preferred Qualifications: - Strong communication skills to effectively collaborate with stakeholders<br><br>Preferred Skills: Technology->Machine Learning->Generative AI . .",Generative Ai | Artificial Intelligence | Natural Language Processing | Machine Learning | Python | Ml | Languages | Intelligence
010726006373,MLOPS Engineer,Crescendo Global Leadership Hiring India,"Hybrid - Pune, Bengaluru, Gurugram",Mid level,"{'minimumSalary': 3000000, 'maximumSalary': 4500000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0.0}",3 Days Ago,/job-listings-mlops-engineer-crescendo-global-leadership-hiring-india-pune-gurugram-bengaluru-5-to-10-years-010726006373,"Optimize inference workloads for performance,cost,scalability,and reliability across batch and real-time serving environments<br><br>Bachelor s or Master s degree in Computer Science,Data Engineering,Artificial Intelligence,or a related discipline<br><br>5 to 7 years of experience in Machine Learning Engineering,MLOps,ML Platform Engineering & LLMOps",MLOPS | LLMOPS | Artificial Intelligence | LLM | Machine Learning | Python | Intelligence | Machine
180626026911,Lead Generative AI Engineer,Ascendion Engineering,Hybrid - Bengaluru,Mid level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",5 Days Ago,/job-listings-lead-generative-ai-engineer-ascendion-engineering-bengaluru-6-to-11-years-180626026911,"<br /><p> <strong>Key Responsibilities & Skills</strong></p><ul><li>Design, develop, and deploy production-grade  Generative AI applications using LLMs and foundation models including      OpenAI (GPT/Codex), Azure OpenAI, Anthropic Claude, Google Gemini, Meta      Llama, and Mistral.</li><li>Build scalable GenAI solutions including RAG  pipelines, AI Agents, multi-agent workflows, enterprise copilots, and      intelligent automation platforms using frameworks such as LangChain,      LangGraph, Semantic Kernel, AutoGen, or CrewAI.</li><li>Strong hands-on experience with prompt engineering, context engineering, structured outputs, function/tool calling, LLM      orchestration, and GenAI application optimization.</li><li>Experience building enterprise GenAI applications using Python, APIs, microservices, vector databases (Pinecone, Weaviate,      Milvus, FAISS, Azure AI Search, Elasticsearch/OpenSearch), and cloud AI      platforms (Azure OpenAI, AWS Bedrock, Google Vertex AI).</li><li>Experience with modern AI engineering tools and      workflows including Cursor, GitHub Copilot, and AI-assisted development      practices.</li><li>Strong understanding of production GenAI challenges including scalability, latency, cost optimization, evaluation, monitoring,      security, hallucination mitigation, and responsible AI.</li><li>Ability to work directly with clients, present      technical solutions, collaborate with stakeholders, and mentor engineering      teams.</li></ul><p><strong>Experience Requirements</strong></p><ul><li>5- 12 years of overall software engineering experience.</li><li>Strong hands-on experience building and deploying      production-grade GenAI/LLM applications.</li><li>Strong programming experience in Python and modern      application development.</li><li>Experience owning GenAI solutions from design through      production deployment.</li><li>Excellent problem-solving, communication,      client-facing, and presentation skills.</li></ul><br />",generative ai | Retrieval Augmented Generation | Python | Langchain | Langgraph | LLM | Artificial Intelligence | Generation
